"","Length","GC"
"ENSG00000070915",6180,0.543527508090615
"ENSG00000070950",6983,0.409422884147215
"ENSG00000070961",9493,0.376698620035816
"ENSG00000070985",3962,0.638566380615851
"ENSG00000071051",2990,0.572240802675585
"ENSG00000071054",11961,0.460496613995485
"ENSG00000071073",9630,0.382658359293873
"ENSG00000071082",5791,0.448454498359523
"ENSG00000071127",7827,0.568672543758784
"ENSG00000071189",16418,0.35077354123523
"ENSG00000071203",1839,0.408917890157694
"ENSG00000071205",10759,0.444743935309973
"ENSG00000071242",8243,0.553924542035667
"ENSG00000071243",5214,0.352704257767549
"ENSG00000071246",6502,0.572131651799446
"ENSG00000071282",9130,0.452573932092004
"ENSG00000071462",7944,0.556646525679758
"ENSG00000071537",9559,0.389789726958887
"ENSG00000071539",3560,0.484269662921348
"ENSG00000071553",4884,0.557944307944308
"ENSG00000071564",6080,0.627631578947368
"ENSG00000071575",4588,0.506102877070619
"ENSG00000071626",9201,0.577871970437996
"ENSG00000071655",7845,0.62855321861058
"ENSG00000071677",264,0.670454545454545
"ENSG00000071794",6024,0.37035192563081
"ENSG00000071859",2567,0.628749513050253
"ENSG00000071889",5098,0.553158101216163
"ENSG00000071894",6072,0.638833992094862
"ENSG00000071909",8236,0.433584264205925
"ENSG00000071967",5176,0.437403400309119
"ENSG00000071991",6864,0.343531468531469
"ENSG00000071994",6476,0.422174181593576
"ENSG00000072041",8781,0.356906958205216
"ENSG00000072042",5518,0.412468285610729
"ENSG00000072062",6144,0.568196614583333
"ENSG00000072071",8487,0.616118769883351
"ENSG00000072080",1265,0.438735177865613
"ENSG00000072110",10626,0.542631281761717
"ENSG00000072121",15706,0.49293263720871
"ENSG00000072133",8502,0.349800047047753
"ENSG00000072134",8517,0.53399084184572
"ENSG00000072135",5774,0.574125389677866
"ENSG00000072163",8487,0.63485330505479
"ENSG00000072182",5250,0.601142857142857
"ENSG00000072195",17910,0.640871021775544
"ENSG00000072201",5725,0.454323144104804
"ENSG00000072210",6457,0.443085024004956
"ENSG00000072274",7887,0.413084823126664
"ENSG00000072310",8030,0.616936488169365
"ENSG00000072315",5839,0.456071245076212
"ENSG00000072364",11297,0.405682924670266
"ENSG00000072401",3486,0.333620195065978
"ENSG00000072415",8743,0.405467230927599
"ENSG00000072422",4841,0.466019417475728
"ENSG00000072501",10484,0.474532621136971
"ENSG00000072506",1115,0.574887892376682
"ENSG00000072518",6154,0.589860253493663
"ENSG00000072571",3936,0.375762195121951
"ENSG00000072609",17127,0.549891983417995
"ENSG00000072657",11950,0.356987447698745
"ENSG00000072682",8502,0.472006586685486
"ENSG00000072694",6651,0.488798676890693
"ENSG00000072736",8806,0.461957756075403
"ENSG00000072756",5518,0.416455237404857
"ENSG00000072778",4865,0.586433710174717
"ENSG00000072786",9083,0.539689529891005
"ENSG00000072803",5577,0.440738748431056
"ENSG00000072818",7421,0.572699097156717
"ENSG00000072832",5823,0.573415765069552
"ENSG00000072840",7148,0.573167319529938
"ENSG00000072849",6386,0.415596617601002
"ENSG00000072858",8060,0.473200992555831
"ENSG00000072864",5512,0.528301886792453
"ENSG00000072952",7700,0.511168831168831
"ENSG00000072954",3005,0.552079866888519
"ENSG00000072958",14371,0.498295177788602
"ENSG00000073008",3519,0.561807331628304
"ENSG00000073050",3459,0.577334489736918
"ENSG00000073060",7741,0.545665934633768
"ENSG00000073067",2773,0.67976920302921
"ENSG00000073111",4902,0.566299469604243
"ENSG00000073146",6872,0.533905704307334
"ENSG00000073150",3102,0.660863958736299
"ENSG00000073169",2363,0.671603893355904
"ENSG00000073282",7454,0.42151864770593
"ENSG00000073331",12325,0.426531440162272
"ENSG00000073350",7909,0.60892653938551
"ENSG00000073417",7886,0.442429622115141
"ENSG00000073464",6789,0.477095301222566
"ENSG00000073536",5463,0.557752150832876
"ENSG00000073578",8383,0.488250029822259
"ENSG00000073584",11022,0.401197604790419
"ENSG00000073598",1388,0.557636887608069
"ENSG00000073605",5905,0.502794242167655
"ENSG00000073614",12091,0.424613348771814
"ENSG00000073670",4770,0.627044025157233
"ENSG00000073711",7837,0.401429118285058
"ENSG00000073712",8510,0.388719153936545
"ENSG00000073734",5151,0.443409046787032
"ENSG00000073737",3750,0.411466666666667
"ENSG00000073754",2456,0.489413680781759
"ENSG00000073756",5269,0.35813247295502
"ENSG00000073792",4735,0.469060190073918
"ENSG00000073803",12623,0.435474926721065
"ENSG00000073849",9151,0.489345426729319
"ENSG00000073861",2614,0.599081866870696
"ENSG00000073905",848,0.477594339622642
"ENSG00000073910",18452,0.44309559939302
"ENSG00000073921",5833,0.395508314760843
"ENSG00000073969",5005,0.43956043956044
"ENSG00000074047",7341,0.598692276256641
"ENSG00000074054",11052,0.460731089395584
"ENSG00000074071",1097,0.644484958979034
"ENSG00000074181",9394,0.623802427081116
"ENSG00000074201",4592,0.405487804878049
"ENSG00000074211",9198,0.527832137421179
"ENSG00000074219",2980,0.588590604026846
"ENSG00000074266",7016,0.364880273660205
"ENSG00000074276",5348,0.585826477187734
"ENSG00000074317",2006,0.662512462612163
"ENSG00000074319",3839,0.440218806980985
"ENSG00000074356",14718,0.458078543280337
"ENSG00000074370",6893,0.628318584070796
"ENSG00000074410",7313,0.497333515657049
"ENSG00000074416",10102,0.542763809146704
"ENSG00000074527",4166,0.480316850696111
"ENSG00000074582",3379,0.545723586860018
"ENSG00000074590",7008,0.540239726027397
"ENSG00000074603",10211,0.396043482518852
"ENSG00000074621",9084,0.47633201232937
"ENSG00000074657",11951,0.463224834741863
"ENSG00000074660",4961,0.630114896190284
"ENSG00000074695",6767,0.38643416580464
"ENSG00000074696",7097,0.448076652106524
"ENSG00000074706",8474,0.412320037762568
"ENSG00000074755",15878,0.517886383675526
"ENSG00000074771",2042,0.478942213516161
"ENSG00000074800",3958,0.559120768064679
"ENSG00000074803",12476,0.393796088489901
"ENSG00000074842",1678,0.570917759237187
"ENSG00000074855",4979,0.668808997790721
"ENSG00000074935",6973,0.354940484726803
"ENSG00000074964",7817,0.598183446334911
"ENSG00000074966",3472,0.413594470046083
"ENSG00000075035",6557,0.534695745005338
"ENSG00000075043",12775,0.6373385518591
"ENSG00000075073",2871,0.539184952978056
"ENSG00000075089",3813,0.424337791765014
"ENSG00000075131",2755,0.436297640653358
"ENSG00000075142",4237,0.367476988435214
"ENSG00000075151",9596,0.449666527719883
"ENSG00000075188",3492,0.383447880870561
"ENSG00000075213",9371,0.371465158467613
"ENSG00000075218",4242,0.528524280999529
"ENSG00000075223",6268,0.397415443522655
"ENSG00000075234",3578,0.564561207378424
"ENSG00000075239",5584,0.407234957020057
"ENSG00000075240",4885,0.593449334698055
"ENSG00000075275",12806,0.607918163360925
"ENSG00000075290",2112,0.558712121212121
"ENSG00000075292",12474,0.380711880711881
"ENSG00000075303",5081,0.333595748868333
"ENSG00000075336",5208,0.400153609831029
"ENSG00000075340",12673,0.499644914384913
"ENSG00000075388",3233,0.508506031549644
"ENSG00000075391",16044,0.426888556469708
"ENSG00000075399",3428,0.633605600933489
"ENSG00000075407",13190,0.403260045489007
"ENSG00000075413",8891,0.451017883252727
"ENSG00000075415",8896,0.43199190647482
"ENSG00000075420",13270,0.411981914091937
"ENSG00000075426",7157,0.533324018443482
"ENSG00000075429",1311,0.608695652173913
"ENSG00000075461",3380,0.570414201183432
"ENSG00000075539",18152,0.389213309828118
"ENSG00000075568",12985,0.48001540238737
"ENSG00000075618",3692,0.658721560130011
"ENSG00000075624",3256,0.584766584766585
"ENSG00000075643",6281,0.473332271931221
"ENSG00000075651",12859,0.428649195116261
"ENSG00000075673",4442,0.518009905447996
"ENSG00000075702",9775,0.568286445012788
"ENSG00000075711",11001,0.409326424870466
"ENSG00000075785",2717,0.458594037541406
"ENSG00000075790",8409,0.413842311808776
"ENSG00000075826",7938,0.517510707986898
"ENSG00000075856",7271,0.479301334066841
"ENSG00000075884",7743,0.383443109905721
"ENSG00000075886",1598,0.577596996245307
"ENSG00000075891",6243,0.608361364728496
"ENSG00000075914",4442,0.482215218370104
"ENSG00000075945",4978,0.39634391321816
"ENSG00000075975",2848,0.472261235955056
"ENSG00000076003",4118,0.42326372025255
"ENSG00000076043",3699,0.397675047310084
"ENSG00000076053",7885,0.389854153455929
"ENSG00000076067",8805,0.468256672345258
"ENSG00000076108",10918,0.516303352262319
"ENSG00000076201",5981,0.617956863400769
"ENSG00000076242",3532,0.465175537938845
"ENSG00000076248",2567,0.522010128554733
"ENSG00000076258",2517,0.402860548271752
"ENSG00000076321",4254,0.415138692994828
"ENSG00000076344",4798,0.62588578574406
"ENSG00000076351",7838,0.538912988007145
"ENSG00000076356",13781,0.538495029388288
"ENSG00000076382",5472,0.493421052631579
"ENSG00000076513",7350,0.460680272108844
"ENSG00000076554",8197,0.412223984384531
"ENSG00000076555",14505,0.515822130299897
"ENSG00000076604",4596,0.581810269799826
"ENSG00000076641",11023,0.409507393631498
"ENSG00000076650",4488,0.475044563279857
"ENSG00000076662",2950,0.611864406779661
"ENSG00000076685",5156,0.423196276183088
"ENSG00000076706",7422,0.566558879008354
"ENSG00000076716",4960,0.447782258064516
"ENSG00000076770",12199,0.375440609886056
"ENSG00000076826",4845,0.662125902992776
"ENSG00000076864",5755,0.618592528236316
"ENSG00000076924",4673,0.612882516584635
"ENSG00000076928",8636,0.599235757295044
"ENSG00000076944",6036,0.605864811133201
"ENSG00000076984",5145,0.623517978620019
"ENSG00000077009",1141,0.631901840490798
"ENSG00000077044",9771,0.551120663186982
"ENSG00000077063",7035,0.453873489694385
"ENSG00000077080",2389,0.595646714106321
"ENSG00000077092",3697,0.429266973221531
"ENSG00000077097",6079,0.392498766244448
"ENSG00000077147",7095,0.369133192389006
"ENSG00000077150",4484,0.619313113291704
"ENSG00000077152",1065,0.437558685446009
"ENSG00000077157",21069,0.466941952631829
"ENSG00000077232",21826,0.371621002474113
"ENSG00000077235",11562,0.567289396298218
"ENSG00000077238",5894,0.584323040380047
"ENSG00000077254",6918,0.379155825383059
"ENSG00000077264",10312,0.413692785104732
"ENSG00000077274",3568,0.478699551569507
"ENSG00000077279",10203,0.425365088699402
"ENSG00000077312",2361,0.568403218975011
"ENSG00000077327",3887,0.443529714432724
"ENSG00000077348",1488,0.593413978494624
"ENSG00000077380",4695,0.405537806176784
"ENSG00000077420",3981,0.477267018337101
"ENSG00000077454",6838,0.606902603100322
"ENSG00000077458",6042,0.380172128434293
"ENSG00000077463",2787,0.636885540007176
"ENSG00000077498",3016,0.41710875331565
"ENSG00000077514",5508,0.438634713144517
"ENSG00000077522",5530,0.474141048824593
"ENSG00000077549",3238,0.544780728844966
"ENSG00000077585",2309,0.461238631442183
"ENSG00000077616",7254,0.345602426247588
"ENSG00000077684",9129,0.458648263774784
"ENSG00000077713",3115,0.494060995184591
"ENSG00000077721",5276,0.431008339651251
"ENSG00000077782",12698,0.554339266026146
"ENSG00000077800",2469,0.513163223977319
"ENSG00000077935",4253,0.399247589936515
"ENSG00000077942",7285,0.5761153054221
"ENSG00000077943",7528,0.442082890541977
"ENSG00000077984",930,0.573118279569892
"ENSG00000078018",11559,0.422008824292759
"ENSG00000078043",17527,0.376675985622183
"ENSG00000078053",5636,0.475869410929737
"ENSG00000078061",3535,0.536350777934936
"ENSG00000078070",4321,0.468178662346679
"ENSG00000078081",3816,0.466194968553459
"ENSG00000078098",7003,0.38255033557047
"ENSG00000078114",13654,0.393730774864509
"ENSG00000078124",8442,0.386875148069178
"ENSG00000078140",5245,0.36835081029552
"ENSG00000078142",15182,0.377025424845211
"ENSG00000078177",9835,0.361667513980681
"ENSG00000078237",4017,0.456310679611651
"ENSG00000078246",3181,0.489783087079535
"ENSG00000078269",9921,0.497026509424453
"ENSG00000078295",17538,0.489736572015053
"ENSG00000078304",14289,0.434250122471831
"ENSG00000078319",1044,0.560344827586207
"ENSG00000078328",8213,0.47753561427006
"ENSG00000078369",6417,0.507402212872059
"ENSG00000078399",3029,0.518653020798944
"ENSG00000078401",2033,0.450565666502705
"ENSG00000078403",6945,0.428653707703384
"ENSG00000078487",3318,0.48372513562387
"ENSG00000078549",6832,0.534396955503513
"ENSG00000078579",1688,0.427132701421801
"ENSG00000078589",1803,0.41375485302274
"ENSG00000078596",2051,0.43832276938079
"ENSG00000078618",6798,0.429685201529862
"ENSG00000078668",3141,0.412925819802611
"ENSG00000078674",14445,0.387123572170301
"ENSG00000078687",11111,0.502115021150211
"ENSG00000078699",9457,0.507137570053928
"ENSG00000078725",3905,0.515492957746479
"ENSG00000078747",6664,0.395108043217287
"ENSG00000078795",4653,0.395013969482055
"ENSG00000078804",4228,0.562677388836329
"ENSG00000078808",4709,0.634529624124018
"ENSG00000078814",7931,0.606859160257219
"ENSG00000078898",1898,0.588514225500527
"ENSG00000078900",6763,0.614520183350584
"ENSG00000078902",5983,0.580478021059669
"ENSG00000078967",4713,0.48100997241672
"ENSG00000079101",3846,0.426677067082683
"ENSG00000079102",13535,0.422386405615072
"ENSG00000079112",3901,0.441168931043322
"ENSG00000079134",8102,0.36657615403604
"ENSG00000079150",3080,0.380519480519481
"ENSG00000079156",11486,0.404927738115967
"ENSG00000079215",6265,0.438467677573823
"ENSG00000079246",5463,0.42998352553542
"ENSG00000079257",1504,0.419547872340426
"ENSG00000079263",5582,0.460766750268721
"ENSG00000079277",8070,0.49268897149938
"ENSG00000079308",15595,0.556203911510099
"ENSG00000079313",5199,0.673206385843431
"ENSG00000079332",6914,0.425802719120625
"ENSG00000079335",5579,0.409033877038896
"ENSG00000079337",12078,0.574101672462328
"ENSG00000079385",5524,0.486060825488776
"ENSG00000079387",6342,0.41438032166509
"ENSG00000079393",2351,0.612930667800936
"ENSG00000079432",9494,0.673056667368864
"ENSG00000079435",5206,0.61179408374952
"ENSG00000079459",5202,0.499038831218762
"ENSG00000079462",1419,0.62015503875969
"ENSG00000079482",8224,0.453672178988327
"ENSG00000079557",2244,0.379233511586453
"ENSG00000079616",4312,0.563543599257885
"ENSG00000079689",1482,0.486504723346829
"ENSG00000079691",6799,0.454478599794087
"ENSG00000079739",4090,0.511002444987775
"ENSG00000079785",3833,0.416384033394208
"ENSG00000079805",13443,0.583500706687495
"ENSG00000079819",10247,0.417878403435152
"ENSG00000079841",12788,0.428839537065999
"ENSG00000079931",5293,0.419044020404308
"ENSG00000079950",16387,0.362360407640203
"ENSG00000079974",5870,0.509199318568995
"ENSG00000079999",3761,0.626960914650359
"ENSG00000080007",2807,0.418240114000712
"ENSG00000080031",4344,0.575506445672192
"ENSG00000080166",7543,0.398250033143312
"ENSG00000080189",7708,0.555137519460301
"ENSG00000080200",10929,0.398755604355385
"ENSG00000080224",6291,0.430615164520744
"ENSG00000080293",3426,0.552247518972563
"ENSG00000080298",11169,0.369415346047095
"ENSG00000080345",18166,0.377848728393703
"ENSG00000080371",16036,0.368982289847842
"ENSG00000080493",8890,0.418110236220472
"ENSG00000080503",17300,0.452023121387283
"ENSG00000080511",2001,0.55872063968016
"ENSG00000080546",5121,0.434094903339192
"ENSG00000080561",3097,0.505973522763965
"ENSG00000080572",1931,0.372863801139306
"ENSG00000080573",6750,0.625185185185185
"ENSG00000080603",13674,0.561357320462191
"ENSG00000080608",2707,0.415958625785002
"ENSG00000080618",1767,0.400679117147708
"ENSG00000080644",4765,0.522560335781742
"ENSG00000080709",3864,0.52924430641822
"ENSG00000080802",6999,0.410772967566795
"ENSG00000080815",9947,0.440936965919373
"ENSG00000080819",3666,0.461538461538462
"ENSG00000080822",5217,0.414031052328925
"ENSG00000080823",11009,0.499863747842674
"ENSG00000080824",5248,0.463033536585366
"ENSG00000080839",5954,0.400571044675848
"ENSG00000080845",8789,0.599385595630902
"ENSG00000080854",5753,0.618807578654615
"ENSG00000080910",1087,0.357865685372585
"ENSG00000080947",6813,0.51959489211801
"ENSG00000080986",3600,0.3975
"ENSG00000081014",7359,0.384427231960864
"ENSG00000081019",6819,0.390086522950579
"ENSG00000081026",8180,0.428606356968215
"ENSG00000081041",1500,0.494666666666667
"ENSG00000081051",3259,0.385394292727831
"ENSG00000081052",9895,0.491965639211723
"ENSG00000081059",10063,0.563052767564345
"ENSG00000081087",5325,0.388169014084507
"ENSG00000081138",14532,0.370355078447564
"ENSG00000081148",8337,0.398224781096318
"ENSG00000081154",3102,0.363313990973565
"ENSG00000081177",6263,0.453456809835542
"ENSG00000081181",2418,0.464433416046319
"ENSG00000081189",11755,0.387239472564866
"ENSG00000081237",8371,0.37175964639828
"ENSG00000081248",6168,0.562581063553826
"ENSG00000081277",6211,0.552246015134439
"ENSG00000081307",6827,0.400029295444558
"ENSG00000081320",6580,0.380091185410334
"ENSG00000081377",10462,0.484419805008603
"ENSG00000081386",5921,0.425603783144739
"ENSG00000081479",16260,0.457810578105781
"ENSG00000081665",8414,0.403256477299739
"ENSG00000081692",4315,0.613904982618772
"ENSG00000081721",1762,0.456867196367764
"ENSG00000081760",16094,0.521871504908662
"ENSG00000081791",6047,0.500082685629238
"ENSG00000081800",4415,0.372593431483579
"ENSG00000081803",6351,0.429066288773422
"ENSG00000081818",3825,0.456732026143791
"ENSG00000081842",6133,0.455405185064406
"ENSG00000081853",6724,0.493753718024985
"ENSG00000081870",3236,0.40512978986403
"ENSG00000081913",9142,0.512251148545176
"ENSG00000081923",6652,0.428893565844859
"ENSG00000081985",4233,0.496574533427829
"ENSG00000082014",5198,0.589842247018084
"ENSG00000082068",7039,0.412132405171189
"ENSG00000082074",6100,0.400819672131148
"ENSG00000082126",4924,0.440089358245329
"ENSG00000082146",3242,0.418260333127699
"ENSG00000082153",8085,0.401236858379716
"ENSG00000082175",15404,0.406972215009089
"ENSG00000082196",3576,0.435682326621924
"ENSG00000082212",9363,0.39271600982591
"ENSG00000082213",4172,0.38614573346117
"ENSG00000082258",9081,0.383327827331792
"ENSG00000082269",10589,0.372934176976107
"ENSG00000082293",8511,0.440958759252732
"ENSG00000082397",12203,0.453495042202737
"ENSG00000082438",17178,0.37972988706485
"ENSG00000082458",7844,0.536715961244263
"ENSG00000082482",3910,0.426598465473146
"ENSG00000082497",5467,0.402048655569782
"ENSG00000082512",9022,0.427621369984482
"ENSG00000082515",5267,0.379343079551927
"ENSG00000082516",5637,0.469930814262906
"ENSG00000082556",5738,0.472289996514465
"ENSG00000082641",5825,0.570815450643777
"ENSG00000082684",6224,0.61969794344473
"ENSG00000082701",8006,0.421683737197102
"ENSG00000082781",6447,0.537459283387622
"ENSG00000082805",13484,0.480495401957876
"ENSG00000082898",11708,0.394345746498121
"ENSG00000082929",1164,0.463058419243986
"ENSG00000082996",3635,0.423383768913343
"ENSG00000083067",19912,0.426777822418642
"ENSG00000083093",4747,0.433747630082157
"ENSG00000083097",10045,0.402787456445993
"ENSG00000083099",8679,0.426085954603065
"ENSG00000083123",4071,0.395725865880619
"ENSG00000083168",11852,0.4382382720216
"ENSG00000083223",6707,0.402713582823915
"ENSG00000083290",9843,0.471197805547089
"ENSG00000083307",6060,0.486138613861386
"ENSG00000083312",11977,0.380312265174919
"ENSG00000083444",5320,0.568796992481203
"ENSG00000083454",4190,0.578758949880668
"ENSG00000083457",6657,0.528466276100345
"ENSG00000083520",10835,0.396123673281034
"ENSG00000083535",4253,0.352457089113567
"ENSG00000083544",6814,0.376137364250073
"ENSG00000083622",376,0.430851063829787
"ENSG00000083635",3492,0.38717067583047
"ENSG00000083642",13212,0.34256736300333
"ENSG00000083720",4194,0.421554601812113
"ENSG00000083750",2725,0.425688073394495
"ENSG00000083782",1805,0.365650969529086
"ENSG00000083799",12954,0.387216303844372
"ENSG00000083807",8025,0.568598130841122
"ENSG00000083812",5664,0.588100282485876
"ENSG00000083814",3532,0.4980181200453
"ENSG00000083817",2561,0.490433424443577
"ENSG00000083828",3261,0.486047224777676
"ENSG00000083838",4923,0.601868779199675
"ENSG00000083844",12532,0.424034471752314
"ENSG00000083845",3617,0.54077965164501
"ENSG00000083857",16177,0.464672065277864
"ENSG00000083896",7032,0.395335608646189
"ENSG00000083937",3106,0.355441081777205
"ENSG00000084070",3631,0.511153952079317
"ENSG00000084072",8071,0.460289926898773
"ENSG00000084073",3572,0.394176931690929
"ENSG00000084090",4414,0.484367920253738
"ENSG00000084092",3415,0.541727672035139
"ENSG00000084093",7955,0.416341923318667
"ENSG00000084110",5146,0.465604352895453
"ENSG00000084112",14537,0.498108275435097
"ENSG00000084207",1915,0.639164490861619
"ENSG00000084234",7451,0.477251375654275
"ENSG00000084444",6807,0.469075951226678
"ENSG00000084453",11520,0.383767361111111
"ENSG00000084463",5315,0.408842897460019
"ENSG00000084623",1725,0.531014492753623
"ENSG00000084628",2987,0.561432875795112
"ENSG00000084636",9269,0.606106376092351
"ENSG00000084652",5103,0.539094650205761
"ENSG00000084674",14828,0.433234421364985
"ENSG00000084676",8633,0.436928066720723
"ENSG00000084693",5283,0.546469808820746
"ENSG00000084710",10591,0.533660655273345
"ENSG00000084731",6403,0.561143214118382
"ENSG00000084733",3631,0.407325805563206
"ENSG00000084734",3146,0.513668150031786
"ENSG00000084754",3811,0.494358436106009
"ENSG00000084764",3459,0.554495518936109
"ENSG00000084774",8422,0.570292092139634
"ENSG00000085063",4942,0.445163901254553
"ENSG00000085117",4054,0.585101134681796
"ENSG00000085185",7996,0.568284142071036
"ENSG00000085224",19302,0.35203605843954
"ENSG00000085231",2162,0.403792784458834
"ENSG00000085265",4981,0.484240112427223
"ENSG00000085274",5730,0.379232111692845
"ENSG00000085276",9103,0.431725804679776
"ENSG00000085365",5106,0.36701919310615
"ENSG00000085377",3762,0.457735247208931
"ENSG00000085382",9238,0.377679151331457
"ENSG00000085415",10481,0.43688579334033
"ENSG00000085433",4423,0.423242143341623
"ENSG00000085449",5516,0.412799129804206
"ENSG00000085465",2567,0.489287105570705
"ENSG00000085491",6548,0.423793524740379
"ENSG00000085511",7522,0.451076841265621
"ENSG00000085514",2006,0.537886340977069
"ENSG00000085552",6628,0.595805672902836
"ENSG00000085563",5806,0.416982431966931
"ENSG00000085644",6443,0.601272699053236
"ENSG00000085662",3660,0.537978142076503
"ENSG00000085719",6745,0.390511489992587
"ENSG00000085721",4156,0.409047160731473
"ENSG00000085733",6949,0.526550582817672
"ENSG00000085741",2401,0.624739691795085
"ENSG00000085760",3374,0.438055720213397
"ENSG00000085788",10686,0.415029009919521
"ENSG00000085831",9362,0.544328135013886
"ENSG00000085832",7440,0.370564516129032
"ENSG00000085840",3157,0.507443775736459
"ENSG00000085871",3182,0.478001257071025
"ENSG00000085872",6113,0.599214788156388
"ENSG00000085978",6047,0.472961799239292
"ENSG00000085982",9352,0.435201026518392
"ENSG00000085998",6198,0.552920296869958
"ENSG00000085999",3212,0.532689912826899
"ENSG00000086015",7877,0.561127332740891
"ENSG00000086061",2730,0.42014652014652
"ENSG00000086062",4901,0.5127524994899
"ENSG00000086065",2390,0.397489539748954
"ENSG00000086102",7147,0.468728137680146
"ENSG00000086159",5129,0.577695457204133
"ENSG00000086189",3736,0.36830835117773
"ENSG00000086200",7540,0.388726790450928
"ENSG00000086205",3824,0.42494769874477
"ENSG00000086232",5550,0.456576576576577
"ENSG00000086288",2439,0.407134071340713
"ENSG00000086289",2864,0.490223463687151
"ENSG00000086300",3518,0.366401364411597
"ENSG00000086475",3888,0.474279835390946
"ENSG00000086504",2404,0.643926788685524
"ENSG00000086506",536,0.688432835820896
"ENSG00000086544",3385,0.609158050221566
"ENSG00000086548",3052,0.466579292267366
"ENSG00000086570",14537,0.528031918552659
"ENSG00000086589",3615,0.472475795297372
"ENSG00000086598",3830,0.409921671018277
"ENSG00000086619",5361,0.371572467823167
"ENSG00000086666",5153,0.384630312439356
"ENSG00000086696",9550,0.430052356020942
"ENSG00000086712",4460,0.416367713004484
"ENSG00000086717",3513,0.436379163108454
"ENSG00000086730",4545,0.549394939493949
"ENSG00000086758",17380,0.502934407364787
"ENSG00000086827",2992,0.43716577540107
"ENSG00000086848",8013,0.441407712467241
"ENSG00000086967",3708,0.576591154261057
"ENSG00000086991",6096,0.406496062992126
"ENSG00000087008",3846,0.550702028081123
"ENSG00000087053",6119,0.417061611374408
"ENSG00000087074",3093,0.574523116715163
"ENSG00000087076",1281,0.60967993754879
"ENSG00000087077",2841,0.612108412530799
"ENSG00000087085",3731,0.654248190833557
"ENSG00000087086",878,0.562642369020501
"ENSG00000087087",4588,0.576721883173496
"ENSG00000087088",2587,0.607267104754542
"ENSG00000087095",5290,0.407939508506616
"ENSG00000087111",5990,0.52771285475793
"ENSG00000087116",8726,0.582053632821453
"ENSG00000087128",2138,0.388681010289991
"ENSG00000087152",5301,0.590077343897378
"ENSG00000087157",4965,0.558912386706949
"ENSG00000087191",4490,0.502895322939866
"ENSG00000087206",4739,0.470985439966238
"ENSG00000087237",2085,0.563069544364508
"ENSG00000087245",4933,0.558078248530306
"ENSG00000087250",1837,0.597713663581927
"ENSG00000087253",7439,0.355289689474392
"ENSG00000087258",9813,0.55854478752675
"ENSG00000087263",5806,0.417499138821908
"ENSG00000087266",13968,0.56164089347079
"ENSG00000087269",3538,0.51271905031091
"ENSG00000087274",13106,0.490920189226309
"ENSG00000087299",6879,0.414885884576247
"ENSG00000087301",4739,0.378771892804389
"ENSG00000087302",8323,0.386879730866274
"ENSG00000087303",6392,0.504067584480601
"ENSG00000087338",4922,0.380333197887038
"ENSG00000087365",9795,0.505359877488515
"ENSG00000087448",7622,0.443321962739438
"ENSG00000087460",13320,0.56051051051051
"ENSG00000087470",7282,0.390964020873386
"ENSG00000087494",3377,0.421972164643174
"ENSG00000087495",6095,0.475799835931091
"ENSG00000087502",5826,0.37384140061792
"ENSG00000087510",3005,0.516805324459235
"ENSG00000087586",2928,0.474043715846995
"ENSG00000087589",5069,0.472282501479582
"ENSG00000087842",2512,0.476512738853503
"ENSG00000087884",1943,0.502830674215131
"ENSG00000087903",9094,0.538706839674511
"ENSG00000087995",3843,0.452511059068436
"ENSG00000088002",2822,0.605953224663359
"ENSG00000088035",4950,0.347676767676768
"ENSG00000088038",6676,0.57309766327142
"ENSG00000088053",2703,0.530891601923788
"ENSG00000088179",12486,0.372577286560948
"ENSG00000088205",7851,0.404789198828175
"ENSG00000088247",4643,0.603489123411587
"ENSG00000088256",6242,0.628164049983979
"ENSG00000088280",4988,0.562951082598236
"ENSG00000088298",1919,0.545596664929651
"ENSG00000088305",4630,0.544708423326134
"ENSG00000088320",1665,0.601201201201201
"ENSG00000088325",3605,0.467961165048544
"ENSG00000088340",9067,0.594794309032756
"ENSG00000088356",1998,0.510510510510511
"ENSG00000088367",9674,0.55137481910275
"ENSG00000088386",4192,0.463501908396947
"ENSG00000088387",14816,0.445194384449244
"ENSG00000088448",4563,0.449923296077142
"ENSG00000088451",2589,0.375434530706837
"ENSG00000088538",8755,0.503141062250143
"ENSG00000088543",3248,0.57512315270936
"ENSG00000088682",4324,0.493061979648474
"ENSG00000088726",3562,0.514037057832678
"ENSG00000088727",5850,0.522564102564103
"ENSG00000088756",11910,0.402602854743913
"ENSG00000088766",5370,0.399627560521415
"ENSG00000088782",514,0.404669260700389
"ENSG00000088808",9031,0.535156682537925
"ENSG00000088812",8753,0.475037130126814
"ENSG00000088826",2946,0.589613034623218
"ENSG00000088827",7886,0.602713669794573
"ENSG00000088832",2577,0.469926270857586
"ENSG00000088833",6531,0.491655182973511
"ENSG00000088836",4081,0.615780445969125
"ENSG00000088854",8541,0.487764898723803
"ENSG00000088876",4643,0.500323066982554
"ENSG00000088881",3717,0.651331719128329
"ENSG00000088882",2391,0.605186114596403
"ENSG00000088888",11771,0.521366069153003
"ENSG00000088899",5395,0.630583873957368
"ENSG00000088926",3364,0.40576694411415
"ENSG00000088930",3437,0.429153331393657
"ENSG00000088970",5207,0.462262339158825
"ENSG00000088986",2957,0.536354413256679
"ENSG00000088992",1926,0.618380062305296
